"","Water","TAXON","SIASAM","d13C","d15N","C.N","RWT","d13C_pel","d15N_pel","d13C_lit","d15N_lit","length","length_mean","length_sd","Water2","d13C_norm","p_lit","adjp_lit","p_litnorm","pl_n","mean.pl","sd.pl","mean.adjpl","sd.adjpl","tp_2","mean.tp2","sd.tp2"
"161","Manitou","LT",25288,-28.26,10.99,3.37,3841,-31.6933333333333,2.22333333333333,-24.56,0.478,760,548.1,165.994277009781,"Reference",-28.2437,0.483593457943925,0.483593457943925,0.483593457943925,0.437744816848316,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.80314037853116,4.51303222319166,0.285234791745583
"162","Manitou","LT",25296,-29.93,9.81,3.24,348,-31.6933333333333,2.22333333333333,-24.56,0.478,361,548.1,165.994277009781,"Reference",-30.0424,0.231439252336448,0.231439252336448,0.231439252336448,0.290346636073097,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.38041715553713,4.51303222319166,0.285234791745583
"163","Manitou","LT",25293,-30.66,9.56,3.48,763,-31.6933333333333,2.22333333333333,-24.56,0.478,450,548.1,165.994277009781,"Reference",-30.5348,0.162411214953271,0.162411214953271,0.162411214953271,0.24999590264689,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.28617436728031,4.51303222319166,0.285234791745583
"164","Manitou","LT",25297,-28.66,11.75,3.45,3188,-31.6933333333333,2.22333333333333,-24.56,0.478,746,548.1,165.994277009781,"Reference",-28.5645,0.438621495327103,0.438621495327103,0.438621495327103,0.411456199295256,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,5.01317496661862,4.51303222319166,0.285234791745583
"165","Manitou","LT",25289,-29.44,9.59,3.41,1351,-31.6933333333333,2.22333333333333,-24.56,0.478,552,548.1,165.994277009781,"Reference",-29.3841,0.32372429906542,0.32372429906542,0.32372429906542,0.344292387117922,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.3434034253872,4.51303222319166,0.285234791745583
"166","Manitou","LT",25290,-30.23,9.9,3.59,1574,-31.6933333333333,2.22333333333333,-24.56,0.478,551,548.1,165.994277009781,"Reference",-29.9959,0.237957943925234,0.237957943925234,0.237957943925234,0.294157174465296,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.40884382014709,4.51303222319166,0.285234791745583
"167","Manitou","MMSHINER",25379,-25.88,6.08,3.63,2.78,-31.6933333333333,2.22333333333333,-24.56,0.478,NA,NA,NA,"Reference",-25.6063,0.853322429906542,0.853322429906542,0.853322429906542,0.653871998688847,0.825285046728972,0.0396508475431715,0.825285046728972,0.0396508475431715,3.46996801815047,3.43949596290208,0.0430939938056528
"168","Manitou","MMSHINER",25380,-26.28,5.93,3.63,3.32,-31.6933333333333,2.22333333333333,-24.56,0.478,NA,NA,NA,"Reference",-26.0063,0.797247663551401,0.797247663551401,0.797247663551401,0.621093173809719,0.825285046728972,0.0396508475431715,0.825285046728972,0.0396508475431715,3.40902390765369,3.43949596290208,0.0430939938056528
"169","Manitou","RBASS",23581,-28.51,6.34,3.47,1.61,-31.6933333333333,2.22333333333333,-24.56,0.478,45,89.5,44.6389556736755,"Reference",-28.3947,0.46242523364486,0.46242523364486,0.46242523364486,0.425370810456445,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.4291413297598,3.56922102943721,0.185213049531683
"170","Manitou","RBASS",23582,-28.63,6.61,3.39,1.82,-31.6933333333333,2.22333333333333,-24.56,0.478,51,89.5,44.6389556736755,"Reference",-28.5939,0.4345,0.4345,0.4345,0.40904695566664,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.50017351567358,3.56922102943721,0.185213049531683
"171","Manitou","RBASS",23583,-28.82,6.14,3.36,2.78,-31.6933333333333,2.22333333333333,-24.56,0.478,58,89.5,44.6389556736755,"Reference",-28.8136,0.403700934579439,0.403700934579439,0.403700934579439,0.391043186101778,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.35269628651264,3.56922102943721,0.185213049531683
"172","Manitou","RBASS",23584,-28.78,6.13,3.3,4.81,-31.6933333333333,2.22333333333333,-24.56,0.478,67,89.5,44.6389556736755,"Reference",-28.833,0.400981308411214,0.400981308411214,0.400981308411214,0.389453413095141,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.34893902656531,3.56922102943721,0.185213049531683
"173","Manitou","RBASS",23585,-27.71,6.76,3.29,6.41,-31.6933333333333,2.22333333333333,-24.56,0.478,76,89.5,44.6389556736755,"Reference",-27.7729,0.549593457943925,0.549593457943925,0.549593457943925,0.47632549373105,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.5788274789388,3.56922102943721,0.185213049531683
"174","Manitou","RBASS",25374,-25.67,6.76,3.3,7.79,-31.6933333333333,2.22333333333333,-24.56,0.478,78,89.5,44.6389556736755,"Reference",-25.723,0.836962616822429,0.836962616822429,0.836962616822429,0.644308776530361,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.66505889744245,3.56922102943721,0.185213049531683
"175","Manitou","RBASS",25375,-27.18,6.77,3.32,26.09,-31.6933333333333,2.22333333333333,-24.56,0.478,111,89.5,44.6389556736755,"Reference",-27.2132,0.628056074766355,0.628056074766355,0.628056074766355,0.52219126444317,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.60531308437495,3.56922102943721,0.185213049531683
"176","Manitou","RBASS",25372,-26.02,6.08,3.6,1.71,-31.6933333333333,2.22333333333333,-24.56,0.478,47,89.5,44.6389556736755,"Reference",-25.776,0.829532710280374,0.829532710280374,0.829532710280374,0.639965582233877,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.46282939103692,3.56922102943721,0.185213049531683
"177","Manitou","RBASS",25373,-27.8,6.25,3.34,6.17,-31.6933333333333,2.22333333333333,-24.56,0.478,75,89.5,44.6389556736755,"Reference",-27.8134,0.543915887850467,0.543915887850467,0.543915887850467,0.473006637712038,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.42712379951571,3.56922102943721,0.185213049531683
"178","Manitou","RBASS",25378,-27.53,7.86,3.2,106.56,-31.6933333333333,2.22333333333333,-24.56,0.478,178,89.5,44.6389556736755,"Reference",-27.682,0.56233644859813,0.56233644859813,0.56233644859813,0.483774481684832,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.90618070451978,3.56922102943721,0.185213049531683
"179","Manitou","RBASS",25376,-27.9,7.77,3.22,40.01,-31.6933333333333,2.22333333333333,-24.56,0.478,130,89.5,44.6389556736755,"Reference",-28.0322,0.513242990654205,0.513242990654205,0.513242990654205,0.455076620503155,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.86497854754456,3.56922102943721,0.185213049531683
"180","Manitou","RBASS",25377,-27.35,7.1,3.18,74.3,-31.6933333333333,2.22333333333333,-24.56,0.478,158,89.5,44.6389556736755,"Reference",-27.5218,0.584794392523364,0.584794392523364,0.584794392523364,0.496902401048922,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.68939029136198,3.56922102943721,0.185213049531683
"181","Manitou","RSMELT",25352,-31.07,7.39,3.56,2.42,-31.6933333333333,2.22333333333333,-24.56,0.478,98,96.2857142857143,5.90802521192673,"Reference",-30.8656,0.11603738317757,0.11603738317757,0.11603738317757,0.222887814471851,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.63402358789947,3.47994076673528,0.115981693496028
"182","Manitou","RSMELT",25356,-31.23,6.65,3.36,4.57,-31.6933333333333,2.22333333333333,-24.56,0.478,88,96.2857142857143,5.90802521192673,"Reference",-31.2236,0.0658504672897192,0.0658504672897192,0.0658504672897192,0.193550766205032,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.40131684429898,3.47994076673528,0.115981693496028
"183","Manitou","RSMELT",23606,-30.09,6.25,3.33,5.64,-31.6933333333333,2.22333333333333,-24.56,0.478,106,96.2857142857143,5.90802521192673,"Reference",-30.1133,0.2215,0.2215,0.2215,0.284536589363272,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.33037584136334,3.47994076673528,0.115981693496028
"184","Manitou","RSMELT",25353,-31.2,7.16,3.4,4.94,-31.6933333333333,2.22333333333333,-24.56,0.478,96,96.2857142857143,5.90802521192673,"Reference",-31.154,0.0756074766355138,0.0756074766355138,0.0756074766355138,0.199254281734,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.55424464893718,3.47994076673528,0.115981693496028
"185","Manitou","RSMELT",25354,-31.04,6.72,3.39,4.54,-31.6933333333333,2.22333333333333,-24.56,0.478,100,96.2857142857143,5.90802521192673,"Reference",-31.0039,0.0966495327102804,0.0966495327102804,0.0966495327102804,0.211554535769893,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.43114701463639,3.47994076673528,0.115981693496028
"186","Manitou","RSMELT",25351,-31.25,6.66,3.42,3.87,-31.6933333333333,2.22333333333333,-24.56,0.478,91,96.2857142857143,5.90802521192673,"Reference",-31.1842,0.0713738317757006,0.0713738317757006,0.0713738317757006,0.196779480455626,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.4059154274182,3.47994076673528,0.115981693496028
"187","Manitou","RSMELT",25355,-31.24,7.33,3.4,5.16,-31.6933333333333,2.22333333333333,-24.56,0.478,95,96.2857142857143,5.90802521192673,"Reference",-31.194,0.0699999999999999,0.0699999999999999,0.0699999999999999,0.195976399246087,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.60256200259338,3.47994076673528,0.115981693496028
"188","Manitou","SLSCULP",25397,-24.75,6.4,3.42,5.89,-31.6933333333333,2.22333333333333,-24.56,0.478,82,69.2941176470588,16.09256313442,"Reference",-24.6842,0.982588785046729,0.982588785046729,0.982588785046729,0.729435384741457,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.60287487004963,3.75143859249163,0.172761992821906
"189","Manitou","SLSCULP",25395,-29.67,7.21,3.65,3.37,-31.6933333333333,2.22333333333333,-24.56,0.478,70,69.2941176470588,16.09256313442,"Reference",-29.3765,0.324789719626168,0.324789719626168,0.324789719626168,0.344915184790625,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.64372312819252,3.75143859249163,0.172761992821906
"190","Manitou","SLSCULP",25396,-25.5,6.87,3.37,6.07,-31.6933333333333,2.22333333333333,-24.56,0.478,83,69.2941176470588,16.09256313442,"Reference",-25.4837,0.870509345794393,0.870509345794393,0.870509345794393,0.6639187085143,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.70747827037067,3.75143859249163,0.172761992821906
"191","Manitou","SLSCULP",25398,-22.62,6.96,3.5,9.52,-31.6933333333333,2.22333333333333,-24.56,0.478,92,69.2941176470588,16.09256313442,"Reference",-22.475,1.29228971962617,1,1.29228971962617,0.910472834548881,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.86051330997039,3.75143859249163,0.172761992821906
"192","Manitou","SLSCULP",23598,-30.19,7.17,3.72,1.33,-31.6933333333333,2.22333333333333,-24.56,0.478,56,69.2941176470588,16.09256313442,"Reference",-29.8272,0.261607476635514,0.261607476635514,0.261607476635514,0.307981643858068,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.61299920463146,3.75143859249163,0.172761992821906
"193","Manitou","SLSCULP",23602,-31.74,8.36,4.19,4.06,-31.6933333333333,2.22333333333333,-24.56,0.478,73,69.2941176470588,16.09256313442,"Reference",-30.9119,0.109546728971962,0.109546728971962,0.109546728971962,0.219093665492092,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.91737004240359,3.75143859249163,0.172761992821906
"194","Manitou","SLSCULP",23599,-29.78,7.1,3.49,1.76,-31.6933333333333,2.22333333333333,-24.56,0.478,62,69.2941176470588,16.09256313442,"Reference",-29.6449,0.287163551401869,0.287163551401869,0.287163551401869,0.322920593296731,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.60007963004918,3.75143859249163,0.172761992821906
"195","Manitou","SLSCULP",23596,-31.09,6.95,4.26,0.75,-31.6933333333333,2.22333333333333,-24.56,0.478,43,69.2941176470588,16.09256313442,"Reference",-30.1926,0.210383177570093,0.210383177570093,0.210383177570093,0.278038187330985,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.53292234792794,3.75143859249163,0.172761992821906
"196","Manitou","SLSCULP",23597,-30.86,7.93,3.54,1.46,-31.6933333333333,2.22333333333333,-24.56,0.478,55,69.2941176470588,16.09256313442,"Reference",-30.6754,0.142700934579439,0.142700934579439,0.142700934579439,0.238474145701877,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.80084810067598,3.75143859249163,0.172761992821906
"197","Manitou","SLSCULP",25394,-31.27,8.37,3.51,2.45,-31.6933333333333,2.22333333333333,-24.56,0.478,70,69.2941176470588,16.09256313442,"Reference",-31.1151,0.0810607476635514,0.0810607476635514,0.0810607476635514,0.202442022453495,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.9117633754477,3.75143859249163,0.172761992821906
"198","Manitou","SLSCULP",23603,-32.14,8.91,3.93,5.17,-31.6933333333333,2.22333333333333,-24.56,0.478,81,69.2941176470588,16.09256313442,"Reference",-31.5693,0.0173878504672897,0.0173878504672897,0.0173878504672897,0.165221666803245,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,4.05148045562567,3.75143859249163,0.172761992821906
"199","Manitou","SLSCULP",23600,-32.55,7.94,4.02,2.57,-31.6933333333333,2.22333333333333,-24.56,0.478,63,69.2941176470588,16.09256313442,"Reference",-31.8902,-0.0275981308411213,0,-0.0275981308411213,0.138924854543965,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.75268730768551,3.75143859249163,0.172761992821906
"200","Manitou","SLSCULP",23601,-27.08,6.27,3.46,3.23,-31.6933333333333,2.22333333333333,-24.56,0.478,67,69.2941176470588,16.09256313442,"Reference",-26.9746,0.661504672897196,0.661504672897196,0.661504672897196,0.54174383348357,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.46829124628627,3.75143859249163,0.172761992821906
"201","Manitou","SLSCULP",23605,-31.62,8.59,3.55,8.36,-31.6933333333333,2.22333333333333,-24.56,0.478,98,69.2941176470588,16.09256313442,"Reference",-31.4255,0.0375467289719624,0.0375467289719624,0.0375467289719624,0.177005654347292,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.96341192217279,3.75143859249163,0.172761992821906
"202","Manitou","SLSCULP",25393,-30.81,7.73,3.61,1.97,-31.6933333333333,2.22333333333333,-24.56,0.478,60,69.2941176470588,16.09256313442,"Reference",-30.5561,0.159425233644859,0.159425233644859,0.159425233644859,0.248250430222077,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.74704306398459,3.75143859249163,0.172761992821906
"203","Manitou","SLSCULP",23604,-31.86,8.67,3.63,5.16,-31.6933333333333,2.22333333333333,-24.56,0.478,83,69.2941176470588,16.09256313442,"Reference",-31.5863,0.0150046728971958,0.0150046728971958,0.0150046728971958,0.163828566745882,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.98017709563544,3.75143859249163,0.172761992821906
"204","Manitou","SLSCULP",25392,-29.67,7.04,4.3,0.51,-31.6933333333333,2.22333333333333,-24.56,0.478,40,69.2941176470588,16.09256313442,"Reference",-28.733,0.415,0.415,0.415,0.397648119314923,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.62079270124833,3.75143859249163,0.172761992821906
"205","Manitou","SMB",25305,-26.7,7.66,3.31,922,-31.6933333333333,2.22333333333333,-24.56,0.478,412,300,126.78880076726,"Reference",-26.7431,0.693957943925234,0.693957943925234,0.693957943925234,0.560714578382365,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.88685309141275,3.8231935497583,0.25177821060341
"206","Manitou","SMB",25300,-26.18,6.64,3.27,55,-31.6933333333333,2.22333333333333,-24.56,0.478,167,300,126.78880076726,"Reference",-26.2627,0.761303738317757,0.761303738317757,0.761303738317757,0.600081947062198,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.60706167400173,3.8231935497583,0.25177821060341
"207","Manitou","SMB",25306,-26.91,7.78,3.17,485,-31.6933333333333,2.22333333333333,-24.56,0.478,350,300,126.78880076726,"Reference",-27.0917,0.645088785046729,0.645088785046729,0.645088785046729,0.532147832500205,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.90748294617363,3.8231935497583,0.25177821060341
"208","Manitou","SMB",25307,-22.19,7.77,3.23,259,-31.6933333333333,2.22333333333333,-24.56,0.478,270,300,126.78880076726,"Reference",-22.3123,1.31509813084112,1,1.31509813084112,0.923805621568467,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.10559276809142,3.8231935497583,0.25177821060341
"209","Manitou","SMB",25308,-28.57,8.66,3.26,1208,-31.6933333333333,2.22333333333333,-24.56,0.478,440,300,126.78880076726,"Reference",-28.6626,0.424869158878504,0.424869158878504,0.424869158878504,0.403417192493649,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.1002247470487,3.8231935497583,0.25177821060341
"210","Manitou","SMB",25304,-26.71,8.07,3.26,710,-31.6933333333333,2.22333333333333,-24.56,0.478,392,300,126.78880076726,"Reference",-26.8026,0.685616822429906,0.685616822429906,0.685616822429906,0.555838728181595,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.00493839027047,3.8231935497583,0.25177821060341
"211","Manitou","SMB",25301,-27.72,6.86,3.26,30,-31.6933333333333,2.22333333333333,-24.56,0.478,156,300,126.78880076726,"Reference",-27.8126,0.544028037383177,0.544028037383177,0.544028037383177,0.473072195361796,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.60656921714847,3.8231935497583,0.25177821060341
"212","Manitou","SMB",25302,-25.81,6.06,3.5,583,-31.6933333333333,2.22333333333333,-24.56,0.478,364,300,126.78880076726,"Reference",-25.665,0.845093457943925,0.845093457943925,0.845093457943925,0.649061706137835,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.46161638169978,3.8231935497583,0.25177821060341
"213","Manitou","SMB",25303,-28.27,8.83,3.24,1162,-31.6933333333333,2.22333333333333,-24.56,0.478,460,300,126.78880076726,"Reference",-28.3824,0.46414953271028,0.46414953271028,0.46414953271028,0.426378759321478,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.16201168468699,3.8231935497583,0.25177821060341
"214","Manitou","SMB",25299,-27.05,6.74,3.3,26,-31.6933333333333,2.22333333333333,-24.56,0.478,133,300,126.78880076726,"Reference",-27.103,0.643504672897196,0.643504672897196,0.643504672897196,0.53122183069737,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.60112524564034,3.8231935497583,0.25177821060341
"215","Manitou","SMB",25298,-26.65,6.72,3.29,43,-31.6933333333333,2.22333333333333,-24.56,0.478,156,300,126.78880076726,"Reference",-26.7129,0.698191588785047,0.698191588785047,0.698191588785047,0.563189379660739,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.61165290116702,3.8231935497583,0.25177821060341
"216","Manitou","SPSCULP",25391,-31.7,8.03,3.45,1.13,-31.6933333333333,2.22333333333333,-24.56,0.478,58,58,NA,"Reference",-31.6045,0.0124532710280374,0.0124532710280374,0.0124532710280374,0.162337130213882,0.0124532710280374,NA,0.0124532710280374,NA,3.79117619743136,3.79117619743136,NA
"217","Manitou","WS",25314,-24.31,5.5,3.28,120,-31.6933333333333,2.22333333333333,-24.56,0.478,228,457.5,97.3621532675243,"Reference",-24.3828,1.02484112149533,1,1.02484112149533,0.75413422928788,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.35084772789719,3.5902193385426,0.14540215224079
"218","Manitou","WS",25310,-21.28,5.71,3.25,938,-31.6933333333333,2.22333333333333,-24.56,0.478,451,457.5,97.3621532675243,"Reference",-21.3825,1.44544392523364,1,1.44544392523364,1,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.53882352941176,3.5902193385426,0.14540215224079
"219","Manitou","WS",25309,-27.34,6.81,3.45,1640,-31.6933333333333,2.22333333333333,-24.56,0.478,535,457.5,97.3621532675243,"Reference",-27.2445,0.623668224299065,0.623668224299065,0.623668224299065,0.519626321396378,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.61576111949328,3.5902193385426,0.14540215224079
"220","Manitou","WS",25318,-25.23,5.73,3.26,630,-31.6933333333333,2.22333333333333,-24.56,0.478,378,457.5,97.3621532675243,"Reference",-25.3226,0.893093457943925,0.893093457943925,0.893093457943925,0.677120380234368,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.37896101087325,3.5902193385426,0.14540215224079
"221","Manitou","WS",25315,-24.68,6.21,3.35,1354,-31.6933333333333,2.22333333333333,-24.56,0.478,474,457.5,97.3621532675243,"Reference",-24.6835,0.982686915887851,0.982686915887851,0.982686915887851,0.729492747684996,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.54702196341947,3.5902193385426,0.14540215224079
"222","Manitou","WS",25316,-27.55,6.89,3.38,1639,-31.6933333333333,2.22333333333333,-24.56,0.478,533,457.5,97.3621532675243,"Reference",-27.5238,0.584514018691588,0.584514018691588,0.584514018691588,0.496738506924527,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.62754145316243,3.5902193385426,0.14540215224079
"223","Manitou","WS",25317,-27.48,6.96,3.37,1135,-31.6933333333333,2.22333333333333,-24.56,0.478,454,457.5,97.3621532675243,"Reference",-27.4637,0.592939252336449,0.592939252336449,0.592939252336449,0.501663525362616,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.6506578645881,3.5902193385426,0.14540215224079
"224","Manitou","WS",25312,-28.18,7.38,3.46,933,-31.6933333333333,2.22333333333333,-24.56,0.478,456,457.5,97.3621532675243,"Reference",-28.0746,0.50729906542056,0.50729906542056,0.50729906542056,0.451602065065968,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.7484890600672,3.5902193385426,0.14540215224079
"225","Manitou","WS",25313,-28.69,7.69,3.45,1915,-31.6933333333333,2.22333333333333,-24.56,0.478,571,457.5,97.3621532675243,"Reference",-28.5945,0.434415887850467,0.434415887850467,0.434415887850467,0.408997787429321,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.81779533480195,3.5902193385426,0.14540215224079
"226","Manitou","WS",25311,-26,6.64,3.55,1239,-31.6933333333333,2.22333333333333,-24.56,0.478,495,457.5,97.3621532675243,"Reference",-25.8055,0.825397196261682,0.825397196261682,0.825397196261682,0.637548143899042,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.62629432171131,3.5902193385426,0.14540215224079
"227","Manitou","YPERCH",23594,-28.36,6.24,3.25,13.18,-31.6933333333333,2.22333333333333,-24.56,0.478,111,92.25,24.2491799299013,"Reference",-28.4625,0.452920560747664,0.452920560747664,0.452920560747664,0.419814799639433,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.39687747950118,3.36469885418725,0.419478399776253
"228","Manitou","YPERCH",23595,-26.61,6.73,3.22,18.95,-31.6933333333333,2.22333333333333,-24.56,0.478,128,92.25,24.2491799299013,"Reference",-26.7422,0.694084112149532,0.694084112149532,0.694084112149532,0.560788330738343,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.61336153919078,3.36469885418725,0.419478399776253
"229","Manitou","YPERCH",25345,-30.01,5.72,3.29,3.42,-31.6933333333333,2.22333333333333,-24.56,0.478,78,92.25,24.2491799299013,"Reference",-30.0729,0.227163551401869,0.227163551401869,0.227163551401869,0.287847250676063,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.1761929612294,3.36469885418725,0.419478399776253
"230","Manitou","YPERCH",25346,-26.61,9.82,3.25,3.81,-31.6933333333333,2.22333333333333,-24.56,0.478,80,92.25,24.2491799299013,"Reference",-26.7125,0.698247663551402,0.698247663551402,0.698247663551402,0.563222158485619,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,4.52343443351281,3.36469885418725,0.419478399776253
"231","Manitou","YPERCH",25347,-29.56,6.06,3.26,4.63,-31.6933333333333,2.22333333333333,-24.56,0.478,83,92.25,24.2491799299013,"Reference",-29.6526,0.286084112149533,0.286084112149533,0.286084112149533,0.322289600917807,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.29387336768683,3.36469885418725,0.419478399776253
"232","Manitou","YPERCH",25344,-30.26,6.15,3.32,2.52,-31.6933333333333,2.22333333333333,-24.56,0.478,72,92.25,24.2491799299013,"Reference",-30.2932,0.196280373831775,0.196280373831775,0.196280373831775,0.269794312873883,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.29339637472624,3.36469885418725,0.419478399776253
"233","Manitou","YPERCH",25349,-28.06,5.94,3.3,14.93,-31.6933333333333,2.22333333333333,-24.56,0.478,115,92.25,24.2491799299013,"Reference",-28.113,0.501915887850467,0.501915887850467,0.501915887850467,0.448455297877571,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.32334430781245,3.36469885418725,0.419478399776253
"234","Manitou","YPERCH",25350,-28.72,5.78,3.28,18.79,-31.6933333333333,2.22333333333333,-24.56,0.478,125,92.25,24.2491799299013,"Reference",-28.7928,0.406616822429906,0.406616822429906,0.406616822429906,0.392747684995493,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.24768890967024,3.36469885418725,0.419478399776253
"235","Manitou","YPERCH",23593,-30.45,5.56,3.2,4.88,-31.6933333333333,2.22333333333333,-24.56,0.478,86,92.25,24.2491799299013,"Reference",-30.602,0.152990654205607,0.152990654205607,0.152990654205607,0.244489060067197,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.10687693318744,3.36469885418725,0.419478399776253
"236","Manitou","YPERCH",25348,-26.73,6.35,3.28,10.72,-31.6933333333333,2.22333333333333,-24.56,0.478,102,92.25,24.2491799299013,"Reference",-26.8028,0.685588785046729,0.685588785046729,0.685588785046729,0.555822338769155,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.49904762409758,3.36469885418725,0.419478399776253
"237","Manitou","YPERCH",23591,-30.12,4.43,3.61,0.8,-31.6933333333333,2.22333333333333,-24.56,0.478,46,92.25,24.2491799299013,"Reference",-29.8661,0.256154205607476,0.256154205607476,0.256154205607476,0.304793903138572,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,2.80548047812094,3.36469885418725,0.419478399776253
"238","Manitou","YPERCH",23592,-29.69,5.41,3.25,3.93,-31.6933333333333,2.22333333333333,-24.56,0.478,81,92.25,24.2491799299013,"Reference",-29.7925,0.266471962616822,0.266471962616822,0.266471962616822,0.310825206916332,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.09681184151117,3.36469885418725,0.419478399776253
"239","Mendelssohn","BUR",25030,-26.96,6.88,3.28,72,-28.975,2.136,-24.55,3.19,230,230,NA,"Reference",-27.0328,0.438915254237288,0.438915254237288,0.438915254237288,0.371398507483351,0.438915254237288,NA,0.438915254237288,NA,3.28016058032722,3.28016058032722,NA
"240","Mendelssohn","CISCO",25255,-29.89,7.97,3.53,6.43,-28.975,2.136,-24.55,3.19,101,176.6,102.256974768907,"Reference",-29.7153,-0.167299435028248,0,-0.167299435028248,0,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.71588235294118,3.72587703636981,0.204259809936666
"241","Mendelssohn","CISCO",25254,-27.41,6.49,3.42,3.13,-28.975,2.136,-24.55,3.19,77,176.6,102.256974768907,"Reference",-27.3442,0.368542372881356,0.368542372881356,0.368542372881356,0.328284436568042,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.17882005995802,3.72587703636981,0.204259809936666
